"DistrictName","EstablishmentCode","EstablishmentName","BRCName","CRCName","SchoolLevel","ManagementName","LocalityHabitation","SubdivisionName","ConstituencyName","RevenueBlockName","CivicBodyName","WardName","PostOfficeName","PhoneNo","FaxNo","EmailID","Website","LocatedInRuralOrUrban","DiseCode","EstablishedDate","DistrictHQDistance (in Km)","CRCDistance (in Km)","BACDistance (in Km)","IsRecognized","RecognizedBy","ContactPersonName","LowestClass","HighestClass","BoardName"
"East","S0085","PACHEYKHANI GOVERNMENT SECONDARY SCHOOL","Pakyong Brc","Mamring Government Senior Secondary School","SS","State Govt.","PACHEYKHANI JUST ABOVE RHENOCK PAKYONG ROAD","Pakyong","Rhenock","Pacheykhani Dikling","Pacheykhani","Pachekhani","Pacheykhani","NA","NA","NA","NA","Urban Area","100301","20821","42","10","13","Recognized","state government","NA","Class 1","Class 10","C.B.S.E."
"East","S0859","PUSPANJALI VIDHYALAYA, MAMRING","Pakyong Brc","Mamring Government Senior Secondary School","PS","Private (Unaided)","MAMRING","Pakyong","Rhenock","Machong","Amba","Amba","Bering","8509213533","NA","NA","NA","Urban Area","NA","36577.70486111111","40","0.5","7","Recognized","HRDD, GOVT OF SIKKIM","NA","Class 1","Class 5","NA"
"East","S0158","RORATHANG GOVERNMENT SECONDARY SCHOOL","Pakyong Brc","Mamring Government Senior Secondary School","SS","State Govt.","RORATHANG","Pakyong","Rhenock","Pacheykhani Dikling","Pacheykhani","Rorathang Bazar","Rorathang","NA","NA","NA","NA","Urban Area","NA","27030","60","10","21","Recognized","State Government","NA","Class 1","Class 10","NA"
"East","S0854","SARASWATI SISHU MANDIR PACHEKHANI","Pakyong Brc","Mamring Government Senior Secondary School","JHS","Private (Unaided)","PACHEKHANI","Pakyong","Rhenock","Pachak","Pacheykhani","Dikling Pachekhani","Pacheykhani","9475997711","NA","NA","NA","Urban Area","NA","35840.70486111111","40","0","10","Recognized","LAND REVENUE DEPTT. GOVT. OF SIKKIM","NA","Class 1","Class 8","C.B.S.E."
"East","S0852","ST. STEVENS SCHOOL, RORATHANG BAZAR","Pakyong Brc","Mamring Government Senior Secondary School","PS","Private (Unaided)","RORATHANG BAZAR","Pakyong","Rhenock","Pacheykhani Dikling","Pacheykhani","Tshalamthang Dugalakha","Rorathang","9800235407","NA","NA","NA","Urban Area","NA","38042.70486111111","57","23","20","Recognized","H.R.D.D","NA","Class 1","Class 5","NA"
"East","S0700","TAKSONG GOVERNMENT PRIMARY SCHOOL","Pakyong Brc","Mamring Government Senior Secondary School","PS","State Govt.","TAKSONG","Pakyong","Rhenock","Amba","Amba","Takchang Kaizaley","Bering","NA","NA","NA","NA","Urban Area","NA","31048","33","8","12","Recognized","STATE GOVERNMENT","NA","Class 1","Class 5","C.B.S.E."
"East","S0877","VENUS ACADEMY, BENGTHANG","Pakyong Brc","Mamring Government Senior Secondary School","PS","Private (Unaided)","BENGTHANG","Pakyong","Rhenock","Pachey","Pacheykhani","Bengthang","Pakyong","9832352162/8972353417","NA","NA","NA","Urban Area","NA","38757.70486111111","45","11","11","Recognized","200/S/E/2010, HRDD GANGTOK","NA","Class 1","Class 5","NA"
"East","S0878","VENUS ACADEMY, RORATHANG BAZAR","Pakyong Brc","Mamring Government Senior Secondary School","PS","Private (Unaided)","RORATHANG BAZAR","Pakyong","Rhenock","Pacheykhani Losing","Rangpo Nagar Panchayat","Mandi Bazar","Rorathang","9832352162/8972353417","NA","NA","NA","Rural Area","NA","39133.70486111111","55","21","21","Recognized","204/S/E/2010 HRDD, GANGTOK","NA","Class 1","Class 5","NA"
"East","S1123","BAPTIST ENGLISH SCHOOL, BASILAKHA","Pakyong Brc","Namcheybong Government Secondary School","LPS","Private (Unaided)","BASILAKHA","Pakyong","Namcheybong","Pachak","Kartok Namcheybong","Basilakha","Namcheybung","NA","NA","NA","NA","Urban Area","NA","37987","0","0","0","Not Recognized","NA","NA","Class 1","Class 3","NA"
"East","S0497","BARAPATHING GOVERNMENT JUNIOR HIGH SCHOOL","Pakyong Brc","Machong Governement Senior Secondary School","JHS","State Govt.","BARAPATHING","Pakyong","Gnathang-machong","Chochenpheri","Latuk","Chochen Tadong","Latuk","NA","NA","NA","NA","Urban Area","NA","12785","61","8","25","Recognized","NA","NA","Class 1","Class 8","C.B.S.E."
"East","S0861","GREENVALE ACADENY, MACHONG","Pakyong Brc","Machong Governement Senior Secondary School","JHS","Private (Unaided)","MACHONG","Pakyong","Gnathang-machong","Riwa","Riwa Machong","Riwa","Parkha","9593983491","NA","Gvasikkimmachong@gmail.com","Greenvalesikkim.com","Urban Area","11040101504","36557.37986111111","47","0.5","2","Recognized","HRDD, GOVT. OF SIKKIM","NA","Class 1","Class 8","NA"
"East","S0496","LATUK GOVERNMENT PRIMARY SCHOOL","Pakyong Brc","Machong Governement Senior Secondary School","PS","State Govt.","LATUK BUSTY","Pakyong","Gnathang-machong","Pacheykhani Dikling","Latuk","Latuk","Latuk","NA","NA","NA","NA","Urban Area","NA","NA","97","5","57","Recognized","State Government","NA","Class 1","Class 5","C.B.S.E."
"East","S0498","LOSSING GOVERNMENT PRIMARY SCHOOL","Pakyong Brc","Machong Governement Senior Secondary School","PS","State Govt.","LOSSING","Pakyong","Gnathang-machong","Machong","Riwa Machong","Lossing","Parkha","NA","NA","NA","NA","Urban Area","NA","26759.50694444445","70","20","4","Recognized","State Government","NA","Class 1","Class 5","C.B.S.E."
"East","S0101","MACHONG GOVERNMENT SENIOR SECONDARY SCHOOL","Pakyong Brc","Machong Governement Senior Secondary School","SSS","State Govt.","MACHONG","Pakyong","Gnathang-machong","Machong","Riwa Machong","Riwa","Pakyong","7602025109","NA","NA","NA","Urban Area","100720","4518","54","0","17","Recognized","State Government","NA","Class 1","Class 12","C.B.S.E."
"East","S0113","PHERI GOVERNMENT PRIMARY SCHOOL","Pakyong Brc","Machong Governement Senior Secondary School","PS","State Govt.","PHERI","Pakyong","Gnathang-machong","Chochenpheri","Latuk","Zeling","Rolep","9733331103","NA","NA","NA","Urban Area","NA","27030","45","5","20","Recognized","State Government","NA","Class 1","Class 5","C.B.S.E."
"East","S0092","RIKYAP GOVERNMENT PRIMARY SCHOOL","Pakyong Brc","Machong Governement Senior Secondary School","PS","State Govt.","RIKYAP","Pakyong","Gnathang-machong","Pacheykhani Losing","Riwa Machong","Rikyap","Parkha","9609850641","NA","NA","NA","Urban Area","NA","28126","42","3","17","Recognized","State Government","NA","Class 1","Class 5","C.B.S.E."
"East","S0874","BETHEL ENGLISH SCHOOL, PARAKHA","Pakyong Brc","Parakha Government Junior High School","PS","Private (Unaided)","PARAKHA, EAST SIKKIM","Pakyong","Gnathang-machong","Parkha","Thekabong Parkha","Parkha Daragaon","Parkha","8101249742","NA","NA","NA","Urban Area","NA","38718.37986111111","70","10","15","Recognized","HRDD, GOVT. OF SIKKIM, REGD NO. 59/S/E-2009","NA","Class 1","Class 5","NA"
"East","S0089","PARAKHA GOVERNMENT JUNIOR HIGH SCHOOL","Pakyong Brc","Parakha Government Junior High School","JHS","State Govt.","PARAKHA","Pakyong","Gnathang-machong","Parkha","Thekabong Parkha","Parkha Colony","Pakyong","9832308973","NA","NA","NA","Urban Area","NA","28126","46","4.5","16","Recognized","State Government","NA","Class 1","Class 8","C.B.S.E."
"East","S0115","THEKABONG GOVERNMENT PRIMARY SCHOOL","Pakyong Brc","Parakha Government Junior High School","PS","State Govt.","THEKABONG","Pakyong","Gnathang-machong","Parkha","Thekabong Parkha","Bageswari","Lingkey","9474056868","NA","NA","NA","Urban Area","NA","29312","45","3","10","Recognized","HRDD Govt of Sikkim","NA","Class 1","Class 5","NA"
"East","S0499","TINKHARKA GOVERNMENT PRIMARY SCHOOL","Pakyong Brc","Parakha Government Junior High School","PS","State Govt.","TINKHARKA","Pakyong","Gnathang-machong","Thekabung And Assam Lingjey And Pakyong Forest Blocks","Thekabong Parkha","Bageswari","Lingkey","NA","NA","NA","NA","Urban Area","NA","31809","43","3","13","Recognized","HRDD GOVT OF SIKKIM","NA","Class 1","Class 5","NA"
"East","S0696","TOKCHI GOVERNMENT PRIMARY SCHOOL","Pakyong Brc","Parakha Government Junior High School","PS","State Govt.","TOKCHI","Pakyong","Gnathang-machong","Amba","Amba","Amba","Pakyong","9609862046","NA","NA","NA","Urban Area","NA","29952","0","8","9","Recognized","STATE GOVERNMENT","NA","Class 1","Class 5","C.B.S.E."
"East","S1111","SARASWATI SHISU MANDIR, TINTEK","Rakdong Brc","Dikchu Government Senior Secondary School","JHS","Private (Unaided)","TINTEK","Gangtok","Tumin-lingee","Tintek","Rakdong Tintek","Upper Tintek","Rakdong","9609824328","NA","NA","NA","Urban Area","NA","39448.61944444444","0","12","4","Not Recognized","NA","NA","Class 1","Class 8","NA"
"East","S0087","CENTRAL PATUK GOVERNMENT PRIMARY SCHOOL","Rakdong Brc","Makha Government Senior Secondary School","PS","State Govt.","CENTRAL PATUK","Gangtok","Tumin-lingee","Patuk","Simik Lingzey","Patuk","Makha","NA","NA","NA","NA","Urban Area","NA","32874","48","7","16","Recognized","HRDD Govt of Sikkim","NA","Class 1","Class 5","NA"
"East","S0466","DIKCHU GOVERNMENT SENIOR SECONDARY SCHOOL","Rakdong Brc","Makha Government Senior Secondary School","SSS","State Govt.","DIKCHU","Gangtok","Tumin-lingee","Rakdong","Rakdong Tintek","Lower Rakdong","Dikchu","9733196986","NA","NA","NA","Urban Area","700601","14977","60","0","10","Recognized","CBSE NEW DELHI","NA","Class 1","Class 12","C.B.S.E."
"East","S0486","LOWER KAMBAL GOVERNMENT PRIMARY SCHOOL","Rakdong Brc","Makha Government Senior Secondary School","PS","State Govt.","LOWER KAMBAL","Gangtok","Tumin-lingee","Samdong","Samdong Kambal","Kambal","Raley Khesey","9734142865","NA","NA","NA","Urban Area","NA","30682","55","10","14","Recognized","STATE GOVERNMENT","NA","Class 1","Class 5","NA"
"East","S0470","LOWER SAMDONG GOVERNMENT SECONDARY SCHOOL (EAST)","Rakdong Brc","Makha Government Senior Secondary School","SS","State Govt.","LOWER SAMDONG","Gangtok","Tumin-lingee","Samdong","Samdong Kambal","Lower Samdong","Raley Khesey","9609878230","NA","mlkoira@yahoo.com","NA","Urban Area","EG 100854","24838","50","8","15","Recognized","CBSE","NA","Class 1","Class 10","C.B.S.E."
"East","S0102","MAKHA GOVERNMENT SENIOR SECONDARY SCHOOL","Rakdong Brc","Makha Government Senior Secondary School","SSS","State Govt.","MAKHA","Gangtok","Tumin-lingee","Tumen","Singbel","Makha","Makha","NA","NA","NA","NA","Urban Area","11040601901","18264","45","0","20","Recognized","State Govt.","NA","Class 1","Class 12","C.B.S.E."
"East","S0096","PATUK CHANDEY GOVERNMENT JUNIOR HIGH SCHOOL","Rakdong Brc","Makha Government Senior Secondary School","JHS","State Govt.","CHANDEY PATUK","Gangtok","Tumin-lingee","Patuk","Simik Lingzey","Kokeley","Kokaley","9434486146","NA","NA","NA","Urban Area","NA","27395","51","5","30","Recognized","Govt. of Sikkim","NA","Class 1","Class 8","NA"
"East","S0093","PATUK KOKALEY GOVERNMENT PRIMARY SCHOOL","Rakdong Brc","Makha Government Senior Secondary School","PS","State Govt.","NA","Gangtok","Tumin-lingee","Patuk","Simik Lingzey","Patuk","Dikchu","NA","NA","NA","NA","Urban Area","NA","32239","50","2","10","Recognized","Govt. of Sikkim","NA","Class 1","Class 5","NA"
"East","S0462","RAKDONG SOKPAY GOVERNMENT PRIMARY SCHOOL","Rakdong Brc","Makha Government Senior Secondary School","PS","State Govt.","RAKDONG SOKPAY","Gangtok","Tumin-lingee","Rakdong","Rakdong Tintek","Lower Rakdong","Dikchu","9734928731","NA","NA","NA","Urban Area","NA","30682","46","2","6","Recognized","STATE GOVT. HRDD","NA","Class 1","Class 5","C.B.S.E."
"East","S1110","SARASWATI VIDHYA NIKETAN, LOWER SAMDONG","Rakdong Brc","Makha Government Senior Secondary School","JHS","Local Body","LOWER SAMDONG N.H.P.C./ COLONY","Gangtok","Tumin-lingee","Samdong","Samdong Kambal","Lower Samdong","Raley Khesey","7407935153","NA","samdongsun@yahoo.in","NA","Urban Area","NA","36923.46180555555","40","2","6","Recognized","H.R.D.D./72/S/E/2009","NA","Class 1","Class 8","C.B.S.E."
"East","S0209","SINGBEL GOVERNMENT JUNIOR HIGH SCHOOL","Rakdong Brc","Makha Government Senior Secondary School","JHS","State Govt.","SINGBEL","Gangtok","Tumin-lingee","Singbel","Singbel","Singbel","Makha","9434184331","NA","NA","NA","Urban Area","NA","28856","42","4","25","Recognized","State Govt.","NA","Class 1","Class 8","C.B.S.E."
"East","S0888","SPRINGDALE SCHOOL, LOWER RAKDONG","Rakdong Brc","Makha Government Senior Secondary School","JHS","Private (Unaided)","LOWER RAKDONG, DIKCHU BAZAR","Gangtok","Tumin-lingee","Rakdong","Rakdong Tintek","Lower Rakdong","Dikchu","9679129690","NA","springdalesch94@gmail.com","NA","Urban Area","NA","34700.61944444444","60","1","8","Recognized","GOVT. OF SIKKIM","NA","Class 1","Class 8","C.B.S.E."
"East","S0649","TINTEK MARCHAK GOVERNMENT PRIMARY SCHOOL","Rakdong Brc","Makha Government Senior Secondary School","PS","State Govt.","LOWER TINTEK","Gangtok","Tumin-lingee","Tintek","Rakdong Tintek","Lower Tintek","Dikchu","9775978038","NA","NA","NA","Urban Area","700501","31048","50","4","13","Recognized","STATE HRDD","NA","Class 1","Class 5","C.B.S.E."
"East","S0890","TISTA MODEL ACADEMY, LOWER SAMDONG","Rakdong Brc","Makha Government Senior Secondary School","JHS","Private (Unaided)","L.SAMDONG","Gangtok","Tumin-lingee","Rakdong","Samdong Kambal","Lower Samdong","Raley Khesey","9609877162","NA","NA","NA","Urban Area","NA","39448.61944444444","25","6","7","Recognized","STATE GOVERNMENT(HRDD)","NA","Class 1","Class 8","C.B.S.E."
"East","S0887","DIAMOND ENGLISH SCHOOL","Rakdong Brc","Samdong Government Senior Secondary School","JHS","Private (Unaided)","KHESEY","Gangtok","Tumin-lingee","Samdong","Samdong Kambal","Khese","Samdong","9733374613","NA","NA","NA","Urban Area","11040304404","33604.61944444444","28","0","4","Recognized","HRDD. GANGTOK","NA","Class 1","Class 8","C.B.S.E."
"East","S0886","ENLIGHTENED ACADEMY, SAMDONG","Rakdong Brc","Samdong Government Senior Secondary School","JHS","Private (Unaided)","SAMDONG","Gangtok","Tumin-lingee","Samdong","Samdong Kambal","Upper Samdong Samdong Menkagyud Gumpa","Samdong","8145886311","NA","yp814588@gmail.com","NA","Urban Area","NA","36934.61944444444","32","1","6","Recognized","DIRECTOR .HRDD GOVT. OF SIKKIM","NA","Class 1","Class 8","C.B.S.E."
"East","S0883","GYAN KUNJA SCHOOL, RALEY KHASEY","Rakdong Brc","Samdong Government Senior Secondary School","LPS","Private (Unaided)","RALEY KHASEY","Gangtok","Tumin-lingee","Samdong","Samdong Kambal","Raley","Raley Khesey","8145887315","NA","NA","NA","Urban Area","700302","35796.61960648148","41","7","14","Recognized","HRDD","NA","Class 1","Class 3","NA"
"East","S0475","KAMBAL GOVERNMENT JUNIOR HIGH SCHOOL","Rakdong Brc","Samdong Government Senior Secondary School","JHS","State Govt.","KAMBAL","Gangtok","Tumin-lingee","Kambal","Samdong Kambal","Kambal","Samdong","NA","NA","NA","NA","Urban Area","NA","27760","35","4","10","Recognized","GOVT. OF SIKKIM(HRDD)","NA","Class 1","Class 8","C.B.S.E."
"East","S0467","LAXMINIKETAN VIDHYA MANDIR GOVERNMENT PRIMARY SCHOOL","Rakdong Brc","Samdong Government Senior Secondary School","PS","State Govt.","AALA GAON, LOWER KHESAY","Gangtok","Tumin-lingee","Raley Khesey","Samdong Kambal","Khese","Samdong","943448852","NA","NA","NA","Urban Area","EG100907","32143","33","2","3","Recognized","HRDD GOVT. OF SIKKIM","NA","Class 1","Class 5","C.B.S.E."
"East","S1108","MAYAL KURSONG ACADEMY, SAMDONG","Rakdong Brc","Samdong Government Senior Secondary School","LPS","Private (Unaided)","SAMDONG KAMBAL","Gangtok","Tumin-lingee","Rakdong","Samdong Kambal","Kambal","Raley Khesey","NA","NA","NA","NA","Urban Area","NA","38353.74236111111","30","4","10","Not Recognized","NA","NA","Class 1","Class 2","NA"
"East","S0469","PHALAICHADARA GOVERNMENT JUNIOR HIGH SCHOOL","Rakdong Brc","Samdong Government Senior Secondary School","JHS","State Govt.","KHESAY BUSTY","Gangtok","Tumin-lingee","Raley Khesey","Samdong Kambal","Khese","Samdong","9609864384","NA","NA","NA","Urban Area","NA","28491","35","1","3","Recognized","HRDD GOVT OF SIKKIM","NA","Class 1","Class 8","C.B.S.E."
"East","S0463","RAKDONG TINTEK GOVERNMENT JUNIOR HIGH SCHOOL","Rakdong Brc","Samdong Government Senior Secondary School","JHS","State Govt.","RAKDONG","Gangtok","Tumin-lingee","Rakdong","Rakdong Tintek","Upper Rakdong","Rakdong","NA","NA","NA","NA","Urban Area","NA","21186","28","5","2","Recognized","HRDD GOVT OF SIKKIM","NA","Class 1","Class 8","C.B.S.E."
"East","S0477","RALEY GOVERNMENT JUNIOR HIGH SCHOOL","Rakdong Brc","Samdong Government Senior Secondary School","JHS","State Govt.","RALEY EAST SIKKIM","Gangtok","Tumin-lingee","Samdong","Samdong Kambal","Raley","Raley Khesey","NA","NA","NA","NA","Urban Area","11040700301","13516","53","5","14","Recognized","State Govt","NA","Class 1","Class 8","C.B.S.E."
"East","S1385","RISING STAR NURSERY SCHOOL, UPPER TINTEK","Rakdong Brc","Samdong Government Senior Secondary School","LPS","Private (Unaided)","UPPER TINTEK","Gangtok","Tumin-lingee","Tintek","Rakdong Tintek","Upper Tintek","Rakdong","9609824328","NA","NA","NA","Urban Area","11040700804","35431.68194444444","26","3","1","Not Recognized","NA","NA","Class 1","Class 1","NA"
"East","S0476","SAMDONG GOVERNMENT SENIOR SECONDARY SCHOOL","Rakdong Brc","Samdong Government Senior Secondary School","SSS","State Govt.","SAMDONG","Gangtok","Tumin-lingee","Samdong","Samdong Kambal","Upper Samdong Samdong Menkagyud Gumpa","Samdong","NA","NA","NA","NA","Urban Area","NA","NA","36","0","4","Recognized","NA","NA","Class 1","Class 12","C.B.S.E."
"East","S0480","SAMTAR GOVERNMENT PRIMARY SCHOOL","Rakdong Brc","Samdong Government Senior Secondary School","PS","State Govt.","RAKDONG SAMTHAR","Gangtok","Tumin-lingee","Rakdong","Rakdong Tintek","Raksay Rakdong Tintek Gumpa","Rakdong","NA","NA","NA","NA","Urban Area","NA","28856","35","5","7","Recognized","STATE GOVERNMENT","NA","Class 1","Class 5","NA"
"East","S0891","SUNRISE BOARDING SCHOOL, TINTEK","Rakdong Brc","Samdong Government Senior Secondary School","JHS","Private (Unaided)","TINTEK","Gangtok","Tumin-lingee","Rakdong","Rakdong Tintek","Upper Tintek","Rakdong","7797886047","NA","nirolagp10@gmail.com","NA","Urban Area","NA","31723.61944444444","40","3","0.5","Recognized","DIRECTOR,HRDD GOVT.OF SIKKIM","NA","Class 1","Class 8","C.B.S.E."
"East","S0482","TINTEK CHUBA GOVERNMENT PRIMARY SCHOOL","Rakdong Brc","Samdong Government Senior Secondary School","PS","State Govt.","UPPER TINTEK","Gangtok","Tumin-lingee","Tintek","Rakdong Tintek","Upper Tintek","Rakdong","NA","NA","NA","NA","Urban Area","11040305101","30682","29","5","3","Recognized","STATE GOVERNMENT","NA","Class 1","Class 5","NA"
"East","S0478","TINTEK SARASWATI GOVERNMENT PRIMARY SCHOOL","Rakdong Brc","Samdong Government Senior Secondary School","PS","State Govt.","TUNI DARA","Gangtok","Tumin-lingee","Rakdong","Rakdong Tintek","Upper Tintek","Rakdong","NA","NA","NA","NA","Urban Area","NA","28491","25","5","1","Recognized","STATE GOVERNMENT","NA","Class 1","Class 5","C.B.S.E."
"East","S0483","MACHELAKHA GOVERNMENT PRIMARY SCHOOL","Rakdong Brc","Tumin Government Secondary School","PS","State Govt.","MACHELAKHA BUSTY, TUMIN","Gangtok","Tumin-lingee","Tumen","Tumin","Dhanbari","Tumin","NA","NA","NA","NA","Urban Area","701301","31048","36","3","8","Recognized","STATE GOVERNMENT","NA","Class 1","Class 5","C.B.S.E."
"East","S0481","MINTOKGANG GOVERNMENT PRIMARY SCHOOL","Rakdong Brc","Tumin Government Secondary School","PS","State Govt.","MINTOKGANG DHANBARI","Gangtok","Tumin-lingee","Tumen","Tumin","Dhanbari","Tumin","9647850682","NA","NA","NA","Urban Area","701402","27030","36","2","8","Recognized","HRDD GANGTOK","NA","Class 1","Class 5","NA"
"East","S1109","SARASWATI VIDYA NIKETAN, AAM GACHI TUMIN","Rakdong Brc","Tumin Government Secondary School","JHS","Private (Unaided)","LOWER TUMIN","Gangtok","Tumin-lingee","Tumen","Tumin","Borong","Tumin","9475997711/9593261100","NA","NA","NA","Urban Area","NA","33300.38680555556","60","5","10","Recognized","VIDHYA BHARATI SIKKIM","NA","Class 1","Class 8","C.B.S.E."
"East","S1257","SISHU KALYAN ACADEMY, TUMIN SALEY","Rakdong Brc","Tumin Government Secondary School","LPS","Private (Unaided)","TUMIN SALEY","Gangtok","Tumin-lingee","Rakdong","Tumin","Shelay","Tumin","NA","NA","NA","NA","Urban Area","NA","40544.45208333333","26","0","0","Not Recognized","NA","NA","Class 1","Class 3","NA"
"East","S0485","SURYODAYA GOVERNMENT JUNIOR HIGH SCHOOL","Rakdong Brc","Tumin Government Secondary School","JHS","State Govt.","TUMIN SHELEY","Gangtok","Tumin-lingee","Tumen","Tumin","Shelay","Tumin","9434485806","NA","NA","NA","Urban Area","NA","31413","35","2","9","Recognized","HRDD/ CBSE BOARD","NA","Class 1","Class 7","C.B.S.E."
"East","S0468","TUMIN BARANG GOVERNMENT PRIMARY SCHOOL","Rakdong Brc","Tumin Government Secondary School","PS","State Govt.","LOWER TUMIN EAST SIKKIM","Gangtok","Tumin-lingee","Tumen","Tumin","Borong","Tumin","NA","NA","NA","NA","Urban Area","701101","27454","61","17","15","Recognized","HRDD GOVT OF SIKKIM","NA","Class 1","Class 5","C.B.S.E."
"East","S0465","TUMIN DHANBARI GOVERNMENT JUNIOR HIGH SCHOOL","Rakdong Brc","Tumin Government Secondary School","JHS","State Govt.","DHANBARI","Gangtok","Tumin-lingee","Tumen","Tumin","Dhanbari","Tumin","9734129714","NA","NA","NA","Urban Area","701201","30682","33","7","11","Recognized","HRDD GOVT. OF SIKKIM","NA","Class 1","Class 8","C.B.S.E."
"East","S0464","TUMIN GOVERNMENT SECONDARY SCHOOL","Rakdong Brc","Tumin Government Secondary School","SS","State Govt.","TUMIN BUSTY","Gangtok","Tumin-lingee","Gangtok","Tumin","Middle Tumin","Tumin","96477885515","NA","NA","NA","Urban Area","701401","18629","34","0","11","Recognized","HRDD GOVT OF SIKKIM","NA","Class 1","Class 10","C.B.S.E."
"East","S0479","TUMIN NAMRANG GOVERNMENT JUNIOR HIGH SCHOOL","Rakdong Brc","Tumin Government Secondary School","JHS","State Govt.","NAMRANG","Gangtok","Tumin-lingee","Tumen","Tumin","Namrang Tumin Karma Choling Gumpa","Tumin","943486590","NA","NA","NA","Urban Area","701001","28856","40","3","10","Recognized","STATE GOVERNMENT","NA","Class 1","Class 8","C.B.S.E."
"East","S1160","AMBIKA DAHAL MEMORIAL SCHOOL, LUING BUSTY","Ranka Brc","Luing Government Secondary School","JHS","Private (Unaided)","LUING BUSTY","Gangtok","Upper-burtuk","Ranka","Sumin Lingzey","Mangthang","Gangtok Head Office","9563669557","NA","NA","NA","Urban Area","NA","35796.66666666666","0","0.5","7","Not Recognized","NA","NA","Class 1","Class 8","NA"
"East","S0235","DOKSING GOVERNMENT PRIMARY SCHOOL","Ranka Brc","Luing Government Secondary School","PS","State Govt.","CHANGRANG LUING","Gangtok","Upper-burtuk","Luing","Luing Perbing","Changrong","Luing","NA","NA","NA","NA","Urban Area","NA","32509","17","4","16","Recognized","state hrdd","NA","Class 1","Class 5","C.B.S.E."
"East","S0491","LOWER LUING GOVERNMENT PRIMARY SCHOOL","Ranka Brc","Luing Government Secondary School","PS","State Govt.","KHARKA GAOW","Gangtok","Upper-burtuk","Luing","Luing Perbing","Kharga Gaon","Luing","9434117582","NA","NA","NA","Urban Area","11040900802","31048","15","2.5","8","Recognized","State Government","NA","Class 1","Class 5","C.B.S.E."
"East","S0177","LUING GOVERNMENT SECONDARY SCHOOL","Ranka Brc","Luing Government Secondary School","SS","State Govt.","LUING, P.O. RAJBHAWAN, LUING SUB- P.O","Gangtok","Upper-burtuk","Luing","Luing Perbing","Bhoteygaon","Gangtok Bazar","9832351982","NA","gssluing@yahoo.in","NA","Urban Area","NA","22647","10","0","8","Recognized","state government","NA","Class 1","Class 10","C.B.S.E."
"East","S0492","THAMIDARA GOVERNMENT JUNIOR HIGH SCHOOL","Ranka Brc","Luing Government Secondary School","JHS","State Govt.","LUING","Gangtok","Upper-burtuk","Luing","Luing Perbing","Thamidara","Gangtok Bazar","9775412464","NA","NA","NA","Urban Area","NA","27395","18","10","12","Recognized","STATE GOVERNMENT","NA","Class 1","Class 8","C.B.S.E."
"East","S0227","BARBING GOVERNMENT PRIMARY SCHOOL","Ranka Brc","Ranka Government Senior Secondary School","PS","State Govt.","BARBING","Gangtok","Martam-rumtek","Barbing","Ranka","Barbing","Dhajey","9609906141","NA","NA","NA","Urban Area","11040307101","33835","16","2","4","Recognized","state government of sikkim","NA","Class 1","Class 5","C.B.S.E."
"East","S1148","GRACE ACADEMY, RANKA","Ranka Brc","Ranka Government Senior Secondary School","JHS","Private (Unaided)","RANKA","Gangtok","Martam-rumtek","Rawate-rumtak","Ranka","Rai Gaon","Rawtey Rumtek","7602530891/9609829212","NA","NA","NA","Urban Area","11040307403","NA","0","0","0","Recognized","GOVT OF SIKKIM","NA","Class 1","Class 8","NA"
"East","S1150","INDRA MEMORIAL ACADEMY, LINGDUM","Ranka Brc","Ranka Government Senior Secondary School","JHS","Private (Unaided)","SAMA","Gangtok","Martam-rumtek","Ranka","Rey Mendu","Sebek Lingdum","Lingdum","9735929123","NA","NA","NA","Urban Area","11040901601","38395.71527777778","16","4","3","Not Recognized","NA","NA","Class 1","Class 8","NA"
"East","S0202","KATUK VIDHYA SAGAR GOVERNMENT PRIMARY SCHOOL","Ranka Brc","Ranka Government Senior Secondary School","PS","State Govt.","LOWER LINGDUM","Gangtok","Martam-rumtek","Lingdum","Rey Mendu","Lower Lingdum","Lingdum","NA","NA","NA","NA","Urban Area","900901","28856","15","5","5","Recognized","state government","NA","Class 1","Class 5","C.B.S.E."
"East","S1449","MAYAL KA-TEN NAMGYALLING ACADEMY","Ranka Brc","Ranka Government Senior Secondary School","PS","Private (Unaided)","RAY MINDU","Gangtok","Martam-rumtek","Rey","Rey Mendu","Rey","Ranipool","NA","NA","NA","NA","Urban Area","NA","40959.61597222222","33","25","25","Not Recognized","NA","NA","Class 1","Class 5","NA"
"East","S0933","NAV YUG PUBLIC SCHOOL (RANKA BRANCH), DHAJEY","Ranka Brc","Ranka Government Senior Secondary School","JHS","Private (Unaided)","RANKA, DHAJEY","Gangtok","Martam-rumtek","Gangtok","Ranka","Dhajay","Dhajey","3592252566","NA","NA","NA","Urban Area","11040901202","39114.66805555556","14","0.5","0.5","Not Recognized","NA","NA","Class 1","Class 8","NA"
"East","S0228","PERBING GOVERNMENT JUNIOR HIGH SCHOOL","Ranka Brc","Ranka Government Senior Secondary School","JHS","State Govt.","PERBING","Gangtok","Upper-burtuk","Gangtok","Luing Perbing","Perbing","Dhajey","9434444847","NA","NA","NA","Urban Area","NA","27760","19","2","3","Recognized","state government","NA","Class 1","Class 8","C.B.S.E."
